"Name Of Area","Latitide","Longitude","Climb Name","Climb Grade","Tide Season","Tide Height","Hours to be inaccesible","Lead","Date...11","2nd","Date...13"
"Innominate Point",49.423812,-2.661943,"Think of England","VS 5a","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Conger's Call","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"The Whip","VS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Nibbler of the Deep","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Chancere Arete","VD","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Spider Crab","HS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Queues for Cures","HVS 5a","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Anorexia","E1 5b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Neuralgia","E2 5c","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Broadway","HS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Rael","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Walnut Whip","HS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"The Soft Option","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Aliyah","VS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Hagannah Groove","HS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Fatah Wall","VS 4c","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Fedayeen","HS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"PLO","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Big Sunday","VS 4c","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Innominate Chimney","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"The Purtian","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Crocodile Rock","E1 5b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Water Torture","E1 5b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Vlad the Impaler","E2 5c","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Innominate Corner","HS 4a","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Black Slab","VS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Sloose","VD","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Son of Grot Slot","HS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Grot Slot","S","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Loose End","HS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Shoveler Wall","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Pipe 'n' Slippers","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Tealeaf Crack","HS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Countdown","VS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Timelord","VD","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Timewarp","VD","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Smeagol","S","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Time-Share","S","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Achwell","VS 4c","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Achpoor","D","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Swet","S 4a","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Garotte","HVS 4c","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Lynchpin","VS 4c","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"The Grande Parade of Lifeless Packaging","HS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Ninja","HS 4b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Izanagi","E1 5b","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Grease","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Izami","HS 4b","Neap","High",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Tramontana","E1 5b","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Hurricane","E1 5b","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Stormtrooper","E2 5b","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Scotch Mist","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Tempest","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Stuck in a Rut","HS","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Snatch","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Snitch","VD","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Scoter","HVS 5a/5b","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Soapy","S","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Apple Crumble","VD","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Fritters","S","Spring","Low",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Stich that Jimmy","HS 4b","All","All",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Glasgow Kiss","VS 4c","All","All",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Walbash","VS 5a","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Shabwa","S","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Dogleg","E1 5b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Sea Slug","HS 4b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Good Morning Slug","E1 5b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Morning Wall","D","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Acapulco","HS 4b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Birami","S","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Lentement","VS 4b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Merlin","HS 4b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Harrier","S 4b","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Whose Blue Suede Shoes?","HVS 5a","All","High",4,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Heavy Weather","HVS 5a","All","All",0,NA,NA,NA,NA
"Le Souffleur",49.424174,-2.660568,"Make or Break","VS 4c","All","All",0,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Gremlin","VD","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Treadwall","S","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Worm","VD","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Heatwave","VD","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Profusion","VS 4c","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"The Sting","VS 4c","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Smithie's Crack","S","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Poseidon","HVS 5a","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Horrow Show","VS 4c","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Counterfeit Crack","HVS 5a","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Forgery","HS 4b","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Empty Days","M","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Hairline","VS 4b","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Good Friday","S","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Black Friday","S","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"Passover","S","All","High",4,NA,NA,NA,NA
"Baise De La Forge",49.424562,-2.659307,"RSC","VS 4c","All","High",4,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Fools Paradise","HVS","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Boulder to Kurdistan","E4 6b","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Hangoverless","E4 6a","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Guernsey Gosh","E5 6a","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Paradise Lost","E1 5b","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Pandora","E2 5c","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Dimanche Noir","HVS 5a","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Prometheus","E1 5b","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Rumplestiltskin","VS 4b","All","All",0,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Safety in Numbers","VS 4c","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Hommes Wall","HVS 5a","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Glizzard Puke","S","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Melons","VS 4c","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Never Mind the Molluscs","VS 4c","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Sunset Boulevard","S","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Big Black Jug","VD","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Serpentine","HS 4b","All","Low",1,NA,NA,NA,NA
"Detritus Zawn",49.424177,-2.658568,"Ermine The Frog","S","All","Low",1,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Unknown Name","S","All","Low",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Kracken","HS 4b","All","Low",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Aquaman","E3 5c","All","Low",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Paul Davis' Aquaman Variation","E2 5b","All","Low",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Splashzone","?? ??","All","Low",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Singe d'Or","E2 5c","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Busting Out All Over","E3 6a","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Fanfare","E5 6a","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Come Back Bruce","E1 5b","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"The Pedlar","E3 6a","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"En Velo","E1 5b","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Guernsey's Atomic Finger Flake","E4 6a","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Kelp","S","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Faced with Curious Islanders","E3 5c","All","All",0,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Bastille","E1 5b","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Life's a Drag","VS 4c","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"The Bat","E1 5b","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Atrophie","HVS 5a","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Dehus","S","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"The Escalator","D","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"La Clameur","HVS 5a","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"La Clameur, Alternate Description","HVS 5a","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"The Elevator","HVS 4c","All","High",2,NA,NA,NA,NA
"Subsidiary Gully",49.42392,-2.658068,"Twilight Zone","VS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Illusion","HS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Mirage","VD","All","All",0,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Chameleon","HS 4c","All","All",0,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Slough of Despond","E1 5b","All","All",0,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Comanche","E2 5c","All","All",0,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Living on a Knife-edge","HVS 5a","All","All",0,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Bayonet Crack","HVS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Soldier Blue","E1 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Apache","E2 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Lost in Space","E1 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Deliverance","HVS 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Back Angel","E2 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Avoidance","S","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Dirty Harry","HS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Lighten our Darkness","E4 6a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Snack Attack","E2 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Absolutely Floorless","E5 6a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Magnum Force","HS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Fly on a Windsheild","VS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Consolation","D","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Undercarriage Failure","HVS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Crossfire","S","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Possum","HVS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Mussop","HVS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Agrippa","HVS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Fishmarket","HS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"A Plague of Lighthouse Keepers","E1 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"An Epidemic of White Mouse Eaters","E1 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Health Hazard","E1 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Krakatoa","E3 6a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Solocide","E5 6a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Every Witch Way","E4 6a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Baldylocks and the Three hairs","E2 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Godbluff","VS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"L'Escargot","S","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"L'Escargot Variation","VS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Relapse","E2 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Crisis Point","HVS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Prolapse","HS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Pawn Hearts","HVS 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Unknown Name","E3 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Basalisk","E3 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Reptile","E2 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Fish","E1 5b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Barracuda","HVS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Decline and Fall","VS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Joker's Arete","E3 6a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Ceaseless Tide","HS 4b","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Jam Sandwich","VS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Death of a Teacosy","VS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Jetsam","S","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Flotsam","D","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Ideas of March","E1 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Lurch","VS 5a","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Cosmo's Crack","E3 5c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"The Shining","VD","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Lord of Darkness","HVS 4c","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"Headbanger","VD","All","High",2,NA,NA,NA,NA
"Main Area",49.423809,-2.657704,"The Myth Implodes","VS 5a","All","High",2,NA,NA,NA,NA
"Hidden Zawn",49.423934,-2.656536,"Dogfish","D","All","Low",3,NA,NA,NA,NA
"Hidden Zawn",49.423934,-2.656536,"Careless Driving","D","All","Low",3,NA,NA,NA,NA
"Hidden Zawn",49.423934,-2.656536,"Roadrunner","HS 4b","All","Low",3,NA,NA,NA,NA
"Pharaoh Stack",49.424309,-2.654807,"Ishihara","D","All","High",2,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"I am Sailing","S","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"Project in the Middle","E2 5a","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"Yachts, Yachts and more Yachts","VD","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"The Sloth's Traverse","S","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"The Sloth's Nose","VS 3c","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"Name to Follow..","VD","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"I'm Being a Wimp!","VD","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"I'm Not Being a Wimp","S","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"Wide Crack Thread","VD","All","Low",3,NA,NA,NA,NA
"Dry Tool Stack",49.424559,-2.650802,"The Aborted Dry Tool Route","HS 3c","All","Low",3,NA,NA,NA,NA
"Le Long Avaleur",49.425552,-2.646568,"Yin Yang","S","All","Low",3,NA,NA,NA,NA
"Le Long Avaleur",49.425552,-2.646568,"Route 2","M","All","Low",3,NA,NA,NA,NA
"Le Long Avaleur",49.425552,-2.646568,"The Crack","HS 4b","All","Low",3,NA,NA,NA,NA
"Le Long Avaleur",49.425552,-2.646568,"Puchinello a.k.a. Resident Evil","S/HS 4b","All","Low",3,NA,NA,NA,NA
"Le Long Avaleur",49.425552,-2.646568,"Orisis","S","All","Low",3,NA,NA,NA,NA
"Le Long Avaleur",49.425552,-2.646568,"Kupala a.k.a. Adventures of Tintin","S/VD","All","Low",3,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Seconds Away","HVS 4c","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Wild Thing","E1 5b","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Time and Tide","S","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"The Road to Ruin","E2 5b","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Zero and Blind Terry","VS 4c","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Proverbial Breakdown","HVS 5a","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Wait","HS 4b","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Crystal Groove","E1 5b","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Urban Guerilla","E1 5c","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"For no Man","S","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"The Caped Crusaider","HVS 5a","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Alchemy","E1 5b","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Back Shag","HS","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Manadala","VS","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Caroline","HVS","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Figaro","VS","All","All",0,NA,NA,NA,NA
"West Slab / Lower Buttress",49.42292,-2.637993,"Janus","HVS 5a","All","All",0,NA,NA,NA,NA
"Barrell Buttress",49.423059,-2.636014,"Temperance Row","VD","All","All",0,NA,NA,NA,NA
"Barrell Buttress",49.423059,-2.636014,"One for the Road","HVS 5a","All","All",1,NA,NA,NA,NA
"Barrell Buttress",49.423059,-2.636014,"Evening Officer","S","All","All",2,NA,NA,NA,NA
"Barrell Buttress",49.423059,-2.636014,"Dangerous Driving","HVS 5a","All","All",3,NA,NA,NA,NA
"Barrell Buttress",49.423059,-2.636014,"Tonic","HS 4b","All","All",4,NA,NA,NA,NA
"Barrell Buttress",49.423059,-2.636014,"On the Rocks","HS 4b","All","All",5,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Central Crack","HVS 5a","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Nermal","E1 5b","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"The Sleuth","S 4a","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Colonel Mustard","VS 4c","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Stratasfear","E3","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Hall of Worriers","E3","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Hall of Worriers Direct","E5 6a","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs (Small Cliff)",49.421934,-2.627264,"Fingerburn","E5 6b","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"High Steppa","HS 4b","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"Biarritz","HVS 5a","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"Common Sense","S","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"Nonsense","HVS 5a","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"Senseless","HVS 5a","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"New Worlds","M","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"The Underworld","S","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"Rogue's Gallery","VS 4c","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"The Godfather","HVS 5b","All","All",0,NA,NA,NA,NA
"Les Ecrilleurs",49.421691,-2.626943,"Close Encounter","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Softly, Softly","VS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"The Lost Cord","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Fool's Mate","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Gambit","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Stalemate","HVS 5b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Javelin Arete","HS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"The Broken Lance","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Skirmish","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"War Machine","HVS 5a","All","All",0,NA,NA,NA,NA
